"function_name"	"title"	"usage"	"description"
"nhs_brief.data.frame"	"brief version of nhs_colnames()"	"nhs_brief(...) nhs_briefcharacter(...) nhs_briefdata.frame(...)"	"brief version of nhs_colnames()"
"nhs_browse"	"Browse \"NHANES\" webpage"	"nhs_browse(years, items, open = TRUE)"	"Browse \"NHANES\" webpage"
"nhs_check"	"Check error files The error file is defined by the absence of the following five formats: xpt or sas7bdat, tsv, varLabel, codebook and update."	"nhs_check(years, items)"	"Check error files The error file is defined by the absence of the following five formats: xpt or sas7bdat, tsv, varLabel, codebook and update."
"nhs_codebook"	"Codebook for variable"	"nhs_codebook(..., tolower = FALSE)"	"Codebook for variable"
"nhs_codebook.character"	""	"nhs_codebook.character(...)"	""
"nhs_codebook.dataframe"	""	"nhs_codebook.dataframe(...)"	""
"nhs_colnames"	"exact colnames name"	"nhs_colnames(..., brief = FALSE) nhs_colnamescharacter(..., brief = FALSE) nhs_colnameslist(..., order = FALSE, brief = FALSE)"	"exact colnames name"
"nhs_colnames.character"	"exact colnames name"	"nhs_colnames(..., brief = FALSE) nhs_colnamescharacter(..., brief = FALSE) nhs_colnameslist(..., order = FALSE, brief = FALSE)"	"exact colnames name"
"nhs_colnames.list"	"exact colnames name"	"nhs_colnames(..., brief = FALSE) nhs_colnamescharacter(..., brief = FALSE) nhs_colnameslist(..., order = FALSE, brief = FALSE)"	"exact colnames name"
"nhs_Connect"	"Connect PostgreSQL"	"nhs_Connect(   user = \"postgres\",   password = \"pg\",   dbname = \"nhanes\",   host = \"localhost\",   port = 5432,   ... )"	"Connect PostgreSQL"
"nhs_copy"	"copy updated data to whole data"	"nhs_copy(dir)"	"copy updated data to whole data"
"nhs_DOC"	"browse DOC page"	"nhs_DOC(tsv)"	"browse DOC page"
"nhs_docFile_pc"	"Document File"	"nhs_docFile_pc(..., items, years, open = FALSE)"	"Document File"
"nhs_download"	"Download data from 'NHANES' database"	"nhs_download(   years,   items,   files,   xpt = TRUE,   tsv = TRUE,   varLabel = TRUE,   codebook = TRUE,   update = TRUE,   filetable = NULL,   cat = TRUE,   redown = TRUE,   updatekeyword = NULL )"	"Download data from 'NHANES' database"
"nhs_file_table"	"create table"	"nhs_file_table(   year,   items,   datafilename,   docFilename,   datafile,   published,   docURL,   dataURL )"	"create table"
"nhs_files_pc"	"available data in NHANES database"	"nhs_files_web(years, items, cat = TRUE) nhs_files_pc(   pattern = NULL,   items,   years,   exclude = NULL,   file_ext = NULL,   cat = TRUE )"	"available data in NHANES database"
"nhs_files_web"	"available data in NHANES database"	"nhs_files_web(years, items, cat = TRUE) nhs_files_pc(   pattern = NULL,   items,   years,   exclude = NULL,   file_ext = NULL,   cat = TRUE )"	"available data in NHANES database"
"nhs_html"	"Open html document"	"nhs_html(x, browse = TRUE)"	"Open html document"
"nhs_html_download"	"download and distribute NHANES htm page"	"nhs_html_download(tsv = NULL, download = FALSE, distribute = FALSE)"	"download and distribute NHANES htm page"
"nhs_items_pc"	"available items in NHANES database"	"nhs_items_web(years, cat = TRUE) nhs_items_pc(years)"	"available items in NHANES database"
"nhs_items_web"	"available items in NHANES database"	"nhs_items_web(years, cat = TRUE) nhs_items_pc(years)"	"available items in NHANES database"
"nhs_news"	"Browse news page"	"nhs_news(browse = FALSE)"	"Browse news page"
"nhs_pg"	"Query data from PostgreSQL database"	"nhs_pg(   ...,   varLabel = TRUE,   codebook = TRUE,   nrows = Inf,   lowercd = FALSE,   force_rbind = FALSE,   conn )"	"Query data from PostgreSQL database"
"nhs_read"	"Read data from 'NHANES' database in local PC"	"nhs_read(   ...,   varLabel = FALSE,   codebook = TRUE,   lower_cd = FALSE,   Year = TRUE,   nrows = Inf,   cat = TRUE,   refuse_dontknow_toNA = TRUE,   psu_strat = TRUE,   join = c(\"full\", \"inner\", \"left\", \"right\", \"semi\", \"anti\", \"nest\") )"	"Read data from 'NHANES' database in local PC"
"nhs_search"	"search in \"NHANES\" database"	"nhs_search(..., cat = TRUE, fileds = NULL)"	"search in \"NHANES\" database"
"nhs_search_file"	""	"nhs_search_file(...)"	""
"nhs_target"	"target information"	"nhs_target(...) nhs_targetcharacter(..., data = NULL) nhs_targetlist(...) nhs_targetdata.frame(...)"	"target information"
"nhs_target.character"	"target information"	"nhs_target(...) nhs_targetcharacter(..., data = NULL) nhs_targetlist(...) nhs_targetdata.frame(...)"	"target information"
"nhs_target.data.frame"	"target information"	"nhs_target(...) nhs_targetcharacter(..., data = NULL) nhs_targetlist(...) nhs_targetdata.frame(...)"	"target information"
"nhs_target.list"	"target information"	"nhs_target(...) nhs_targetcharacter(..., data = NULL) nhs_targetlist(...) nhs_targetdata.frame(...)"	"target information"
"nhs_tsv"	"filt tsv file"	"nhs_tsv(..., items, years, ex_years = NULL, cat = TRUE)"	"filt tsv file"
"nhs_update"	"update \"NHANES\" database"	"nhs_update(path = NULL)"	"update \"NHANES\" database"
"nhs_update0"	""	"nhs_update0(...)"	""
"nhs_Upload"	"add functions, schema and tables create 13 funtions, shema mimic3 and 26 tables"	"nhs_Upload(files, conn)"	"add functions, schema and tables create 13 funtions, shema mimic3 and 26 tables"
"nhs_varLabel"	"label for variable file path or variable names shoul be given together, no matter which is first. They will be divided into files and variables according to whether they contain a path or not."	"nhs_varLabel(..., tolower = FALSE)"	"label for variable file path or variable names shoul be given together, no matter which is first. They will be divided into files and variables according to whether they contain a path or not."
"nhs_view"	"View result of nsh_datafile()"	"nhs_view(x, ...) nhs_viewnhs_colnames(   x,   ...,   label = TRUE,   description = TRUE,   target = TRUE,   instructions = TRUE,   hard.edits = TRUE,   datafame = FALSE,   combine = NULL,   scroll_height = \"600px\" ) nhs_viewcharacter(x, ..., n = 4)"	"View result of nsh_datafile()"
"nhs_view.character"	"View result of nsh_datafile()"	"nhs_view(x, ...) nhs_viewnhs_colnames(   x,   ...,   label = TRUE,   description = TRUE,   target = TRUE,   instructions = TRUE,   hard.edits = TRUE,   datafame = FALSE,   combine = NULL,   scroll_height = \"600px\" ) nhs_viewcharacter(x, ..., n = 4)"	"View result of nsh_datafile()"
"nhs_view.data.frame"	""	"nhs_view.data.frame(...)"	""
"nhs_view.Drug"	""	"nhs_view.Drug(...)"	""
"nhs_view.incidence_byYear"	""	"nhs_view.incidence_byYear(...)"	""
"nhs_view.nhs_colnames"	"View result of nsh_datafile()"	"nhs_view(x, ...) nhs_viewnhs_colnames(   x,   ...,   label = TRUE,   description = TRUE,   target = TRUE,   instructions = TRUE,   hard.edits = TRUE,   datafame = FALSE,   combine = NULL,   scroll_height = \"600px\" ) nhs_viewcharacter(x, ..., n = 4)"	"View result of nsh_datafile()"
"nhs_view.nhs_file_web"	""	"nhs_view.nhs_file_web(...)"	""
"nhs_view.nhs_search"	""	"nhs_view.nhs_search(...)"	""
"nhs_view.nhs_search_file"	""	"nhs_view.nhs_search_file(...)"	""
"nhs_view.regtable"	""	"nhs_view.regtable(...)"	""
"nhs_view.stratum_model"	""	"nhs_view.stratum_model(...)"	""
"nhs_view.svy_tableone"	""	"nhs_view.svy_tableone(...)"	""
"nhs_view.svytableone"	""	"nhs_view.svytableone(...)"	""
"nhs_view.target"	""	"nhs_view.target(...)"	""
"nhs_wt"	"calculate cominbe weight"	"nhs_wt(data, yr2, yr4, wtname = \"cwt\")"	"calculate cominbe weight"
"nhs_year_pc"	"available Year in NHANES database"	"nhs_years_web(range = TRUE) nhs_year_pc(range = TRUE)"	"available Year in NHANES database"
"nhs_years_web"	"available Year in NHANES database"	"nhs_years_web(range = TRUE) nhs_year_pc(range = TRUE)"	"available Year in NHANES database"
"NULLcodebook"	""	"NULLcodebook(...)"	""
"OBS.score.table"	""	"OBS.score.table(...)"	""
"odd"	""	"odd(...)"	""
"oddl"	""	"oddl(...)"	""
"optimal_nKnots"	"optimal Knot for rcs() function"	"optimal_nKnots(   fit,   n = 3:8,   by = NULL,   plot = TRUE,   title = NULL,   data = NULL,   cat = F )"	"optimal Knot for rcs() function"
"optimal_nKnots.default"	""	"optimal_nKnots.default(...)"	""
"optimal_nKnots.svycoxph"	""	"optimal_nKnots.svycoxph(...)"	""
"optimal_nKnots.svyglm"	""	"optimal_nKnots.svyglm(...)"	""
"order_fit"	""	"order_fit(...)"	""
"p4interaction"	"interaction test by Likelihood Ratio Test"	"p4interaction(fit, adjust = NULL, df = Inf)"	"interaction test by Likelihood Ratio Test"
"p4trend"	"p for trend"	"p4trend(fit, x = NULL, character2integer = TRUE, quadratic = FALSE, round = 3)"	"p for trend"
"paste_dataframe"	"paste dataframe or character"	"paste_dataframe(...)"	"paste dataframe or character"
"paste_dcn.icn"	""	"paste_dcn.icn(...)"	""
"paste0_columns"	""	"paste0_columns(...)"	""
"paste1"	""	"paste1(...)"	""
"person_years"	"person years"	"person_years(   data,   outcome = NULL,   year = NULL,   by = NULL,   per1000 = FALSE,   round = 3 )"	"person years"
"pkg.tgz2zip"	""	"pkg.tgz2zip(...)"	""
"pkg.tgz2zip_mac"	""	"pkg.tgz2zip_mac(...)"	""
"pkg.tgz2zip_win"	""	"pkg.tgz2zip_win(...)"	""
"prepare_items"	"prepare items from config ignore capital and little letters and left match"	"prepare_items(items)"	"prepare items from config ignore capital and little letters and left match"
"prepare_years"	"prepare years from config"	"prepare_years(years, range = TRUE)"	"prepare years from config"
"prevalence_byYear"	"prevalence of some disease by Year"	"prevalence_byYear(   object,   y = NULL,   stratum = NULL,   adjust = NULL,   round = 2,   xlsx = NULL )"	"prevalence of some disease by Year"
"print.svy_roc"	"print svy_roc"	"printsvy_roc(x, ...)"	"print svy_roc"
"pvalue.digit"	""	"pvalue.digit(...)"	""
"pvalue.format"	""	"pvalue.format(...)"	""
"Qnplot"	"crude.Model.n结果Qn的可视化"	"Qnplot(   ...,   xlab = NULL,   ylab = NULL,   skip = 0,   linewidth = 0.9,   axis.text.size = 10,   axis.label.size = 12,   legend.text.size = 9.5,   legend.position = \"right\",   strip.text.size = 10,   file = NULL,   width = par(\"din\")[1],   height = par(\"din\")[2],   unit = \"in\",   dpi = 300 )"	"crude.Model.n结果Qn的可视化"
"qoute_n"	""	"qoute_n(...)"	""
"quant"	"cut numeric vector by quantile"	"quant(x, n, round = 3, cat = TRUE, Q = FALSE)"	"cut numeric vector by quantile"
"quant.median"	"median of quantile"	"quant.median(x, n, round = 3, cat = TRUE)"	"median of quantile"
"quiet"	""	"quiet(...)"	""
"RCS"	"RCS"	"RCS(   ...,   nknots = NULL,   reference = \"median\",   by = NULL,   conf.int = 0.95,   ref.zero = TRUE,   log = TRUE )"	"RCS"
"RCS.default"	""	"RCS.default(...)"	""
"RCS.svycoxph"	""	"RCS.svycoxph(...)"	""
"RCS.svyglm"	""	"RCS.svyglm(...)"	""
"rcsx"	""	"rcsx(...)"	""
"re_order"	"re order dataframe"	"re_order(data, ...)"	"re order dataframe"
"Recode"	"Recode numeric and character"	"Recode(x, ..., string = TRUE, cat = TRUE, to.numeric = FALSE, order = F)"	"Recode numeric and character"
"reg_check"	"check reg"	"reg_check(...)"	"check reg"
"reg_logistic"	""	"reg_logistic(...)"	""
"reg_table"	"for svyglm"	"reg_table(fit, round = 2, style = 2, x = NULL, view = T, xlsx = NULL)"	"for svyglm"
"reg_table.coxph"	""	"reg_table.coxph(...)"	""
"reg_table.cph"	""	"reg_table.cph(...)"	""
"reg_table.glm"	""	"reg_table.glm(...)"	""
"reg_table.lm"	""	"reg_table.lm(...)"	""
"reg_table.lrm"	""	"reg_table.lrm(...)"	""
"reg_table.ols"	""	"reg_table.ols(...)"	""
"reg_table.svycoxph"	""	"reg_table.svycoxph(...)"	""
"reg_table.svyglm"	""	"reg_table.svyglm(...)"	""
"regTermTest2"	""	"regTermTest2(...)"	""
"regTermTest4svycoxph"	""	"regTermTest4svycoxph(...)"	""
"regType"	""	"regType(...)"	""
"rename"	"rename"	"rename(.data, ...)"	"rename"
"rename.survey.design"	""	"rename.survey.design(...)"	""
"rename_fdcd"	""	"rename_fdcd(...)"	""
"rename_line"	""	"rename_line(...)"	""
"rename_rstz"	""	"rename_rstz(...)"	""
"Replace0"	""	"Replace0(...)"	""
"return_data"	""	"return_data(...)"	""
"Right_Join"	"right join"	"Right_Join(..., by = \"seqn\", cat = TRUE, inspect = NULL)"	"right join"
"row.counts"	"row count"	"row.counts(data)"	"row count"
"row.max"	"row max for dataframe"	"row.max(x, na.rm = T)"	"row max for dataframe"
"row.means"	"row mean"	"row.means(data, na.rm = TRUE)"	"row mean"
"row.min"	"row min for dataframe"	"row.min(x, na.rm = T)"	"row min for dataframe"
"row.sums"	"row sum"	"row.sums(data, na.rm = TRUE)"	"row sum"
"row_names"	"return rownames or give rownames for dataframe"	"row_names(data, names)"	"return rownames or give rownames for dataframe"
"sd_by"	""	"sd_by(...)"	""
"search_fn"	""	"search_fn(...)"	""
"search_words_inR"	""	"search_words_inR(...)"	""
"search_words_inR_inline"	""	"search_words_inR_inline(...)"	""
"select"	"select"	"select(.data, ...)"	"select"
"select.survey.design"	""	"select.survey.design(...)"	""
"select_col"	"select column"	"select_col(x, ...)"	"select column"
"select_col<-"	"dataframe"	"select_col(x) <- value"	"dataframe"
"select_df"	""	"select_df(...)"	""
"select_row"	"drop row"	"select_row(x, ...)"	"drop row"
"select_row.data.frame"	""	"select_row.data.frame(...)"	""
"select_row.survey.design"	""	"select_row.survey.design(...)"	""
"select_row<-"	"drop row"	"select_row(x) <- value"	"drop row"
"seqn_by"	""	"seqn_by(...)"	""
"setReference"	"set adjustment value"	"setReference(x, value)"	"set adjustment value"
"showSpecialMessage"	""	"showSpecialMessage(...)"	""
"size_bt2unit"	""	"size_bt2unit(...)"	""
"start_with"	""	"start_with(...)"	""
"stork_paper"	""	"stork_paper(...)"	""
"stork_paper1"	""	"stork_paper1(...)"	""
"stratum_model"	"建立分层模型"	"stratum_model(   object,   time = NULL,   y,   x,   stratum = NULL,   adjust = NULL,   p = TRUE,   round = 3,   view = TRUE,   xlsx = NULL,   interaction = TRUE )"	"一、分层模型的目的是看x对y的影响，在不同的人群中是否有差异，例如x在男性中对y没有影响，但是在女性中对y有影响。 二、建立何种模型取决于y和time  如果y和time都有赋值，那么就采用cox回归  如果y是二分类(1和0)，没有time，那么就是logistic回归  如果y是连续变量，没有time，就是线性回归 三、是否加权取决于object  如果object=d，那就是非加权的回归  如果object=nhs，那就是加权的回归 四、同一个变量不能既分层，又同时调整，如果这个变量分层了，就不在调整。 比如，按照性别分层，那么在男性层中，大家都是男性，就没有必要再调整了。 也就是说，当一个变量参与了分层，那么在这个时候，就不会再参与调整，但是不影响其他的场合。"
"stratum_model_i"	""	"stratum_model_i(...)"	""
"subsetdesign2df"	"subsetdesign2df"	"subsetdesign2df(design, ...)"	"subsetdesign2df"
"svy_barplot"	"barplot"	"svy_barplot(x, beside = TRUE, ...)"	"barplot"
"svy_count"	"count"	"svy_count(   design,   x,   by = NULL,   value = FALSE,   per = FALSE,   se = FALSE,   low.high = FALSE,   ci = FALSE,   perSQse = FALSE,   valueSQper = FALSE,   direction = c(\"h\", \"v\"),   na.rm = TRUE,   remove.name = FALSE,   remove.suffix = FALSE,   round = 2 )"	"count"
"svy_coxplot"	"plot survival curves for svycoxph"	"svy_coxplot(model, ..., ci = FALSE, legend.title = NULL, legend.name = NULL)"	"plot survival curves for svycoxph"
"svy_design"	"svy_design"	"svy_design(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\") svy_designdata.frame(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\") svy_designmids(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\")"	"svy_design"
"svy_design.data.frame"	"svy_design"	"svy_design(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\") svy_designdata.frame(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\") svy_designmids(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\")"	"svy_design"
"svy_design.mids"	"svy_design"	"svy_design(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\") svy_designdata.frame(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\") svy_designmids(data, weights = \"nhs_wt\", psu = \"sdmvpsu\", strata = \"sdmvstra\")"	"svy_design"
"svy_kmplot"	"kmplot for survey data"	"svy_kmplot(x, ...) svy_kmplotsvykm(   x,   ci = FALSE,   xlab = \"Time\",   ylab = \"Survival Probability\",   pvalue = FALSE,   round = 2,   margin = c(30, 30, 90, 20),   risktable = TRUE,   freq = T,   weighted.prop = T,   rt.title.xy = NULL,   rt.title = \"Risk Table\",   rt.title.color = \"black\",   rt.title.size = 4,   rt.text.y = -0.3,   color = \"black\",   rt.text.size = 4,   ... ) svy_kmplotsvykmlist(   x,   ci = FALSE,   xlab = \"Time\",   ylab = \"Survival Probability\",   round = 3,   pvalue = TRUE,   pvalue.xy = NULL,   pvalue.size = 4,   xlim = NULL,   ylim = NULL,   xbreaks = waiver(),   ybreaks = waiver(),   line.width = 0.7,   axis.line.width = 0.6,   axis.ticks.length = 0.15,   axis.ticks.with = 0.6,   axis.text.size = 10,   axis.title = 12,   margin = c(30, 30, 90, 20),   legend.title = NULL,   legend.position = \"right\",   legend.title.size = 13,   legend.text.size = 10,   risktable = TRUE,   freq = T,   weighted.prop = T,   rt.title.xy = NULL,   rt.title = \"Risk Table\",   rt.title.color = \"black\",   rt.title.size = 4,   rt.text.y = NULL,   color = NULL,   rt.text.size = 4,   ... )"	"kmplot for survey data"
"svy_kmplot.svykm"	"kmplot for survey data"	"svy_kmplot(x, ...) svy_kmplotsvykm(   x,   ci = FALSE,   xlab = \"Time\",   ylab = \"Survival Probability\",   pvalue = FALSE,   round = 2,   margin = c(30, 30, 90, 20),   risktable = TRUE,   freq = T,   weighted.prop = T,   rt.title.xy = NULL,   rt.title = \"Risk Table\",   rt.title.color = \"black\",   rt.title.size = 4,   rt.text.y = -0.3,   color = \"black\",   rt.text.size = 4,   ... ) svy_kmplotsvykmlist(   x,   ci = FALSE,   xlab = \"Time\",   ylab = \"Survival Probability\",   round = 3,   pvalue = TRUE,   pvalue.xy = NULL,   pvalue.size = 4,   xlim = NULL,   ylim = NULL,   xbreaks = waiver(),   ybreaks = waiver(),   line.width = 0.7,   axis.line.width = 0.6,   axis.ticks.length = 0.15,   axis.ticks.with = 0.6,   axis.text.size = 10,   axis.title = 12,   margin = c(30, 30, 90, 20),   legend.title = NULL,   legend.position = \"right\",   legend.title.size = 13,   legend.text.size = 10,   risktable = TRUE,   freq = T,   weighted.prop = T,   rt.title.xy = NULL,   rt.title = \"Risk Table\",   rt.title.color = \"black\",   rt.title.size = 4,   rt.text.y = NULL,   color = NULL,   rt.text.size = 4,   ... )"	"kmplot for survey data"
"svy_kmplot.svykmlist"	"kmplot for survey data"	"svy_kmplot(x, ...) svy_kmplotsvykm(   x,   ci = FALSE,   xlab = \"Time\",   ylab = \"Survival Probability\",   pvalue = FALSE,   round = 2,   margin = c(30, 30, 90, 20),   risktable = TRUE,   freq = T,   weighted.prop = T,   rt.title.xy = NULL,   rt.title = \"Risk Table\",   rt.title.color = \"black\",   rt.title.size = 4,   rt.text.y = -0.3,   color = \"black\",   rt.text.size = 4,   ... ) svy_kmplotsvykmlist(   x,   ci = FALSE,   xlab = \"Time\",   ylab = \"Survival Probability\",   round = 3,   pvalue = TRUE,   pvalue.xy = NULL,   pvalue.size = 4,   xlim = NULL,   ylim = NULL,   xbreaks = waiver(),   ybreaks = waiver(),   line.width = 0.7,   axis.line.width = 0.6,   axis.ticks.length = 0.15,   axis.ticks.with = 0.6,   axis.text.size = 10,   axis.title = 12,   margin = c(30, 30, 90, 20),   legend.title = NULL,   legend.position = \"right\",   legend.title.size = 13,   legend.text.size = 10,   risktable = TRUE,   freq = T,   weighted.prop = T,   rt.title.xy = NULL,   rt.title = \"Risk Table\",   rt.title.color = \"black\",   rt.title.size = 4,   rt.text.y = NULL,   color = NULL,   rt.text.size = 4,   ... )"	"kmplot for survey data"
"svy_mean"	"mean for survey"	"svy_mean(   design,   x,   by = NULL,   value = FALSE,   se = FALSE,   low.high = FALSE,   ci = FALSE,   meanPMse = FALSE,   meanSQse = FALSE,   geometric = FALSE,   round = 2,   remove.suffix = FALSE,   na.rm = TRUE )"	"mean for survey"
"svy_missValue"	"Missing value pattern"	"svy_missValue(design, plot = TRUE)"	"Missing value pattern"
"svy_population"	"population for survey"	"svy_population(design, by = NULL)"	"population for survey"
"svy_quantile"	"quantile for survey data"	"svy_quantile(   design,   x,   by = NULL,   quantile = FALSE,   q0.25 = FALSE,   q0.5 = FALSE,   q0.75 = FALSE,   round = 2,   remove.prefix = FALSE,   remove.suffix = FALSE,   na.rm = TRUE )"	"quantile for survey data"
"svy_reg_lm"	""	"svy_reg_lm(...)"	""
"svy_reg_logistic"	""	"svy_reg_logistic(...)"	""
"svy_roc"	"roc"	"svy_roc(design, score, class, rescale = TRUE)"	"roc"
"svy_roc_plot"	"plot  roc"	"svy_roc_plot(   ...,   color = NULL,   lwd = 1.05,   legend.title = NULL,   legend.names = NULL )"	"plot  roc"
"svy_tableone"	"table one for survey data"	"svy_tableone(   design,   cv = NULL,   cv.nn = NULL,   gv = NULL,   by = NULL,   c_meanSQse = FALSE,   c_meanPMse = FALSE,   c_ci = FALSE,   c_geometric = FALSE,   g_N = FALSE,   g_percent = FALSE,   g_perSQse = FALSE,   g_NSQper = FALSE,   g_nSQper = FALSE,   g_ci = FALSE,   g_direction = \"v\",   total = FALSE,   round = 2,   view = T,   xlsx = NULL,   pvalue = TRUE )"	"table one for survey data"
"svy_uv.cox"	"univariable cox for svydata"	"svy_uv.cox(   design,   time,   status,   x,   adjust = NULL,   round = 2,   view = T,   xlsx = NULL )"	"univariable cox for svydata"
"svy_uv.glm"	"univariable glm for svydata"	"svy_uv.glm(design, y, x, adjust = NULL, round = 2, view = T, xlsx = NULL)"	"univariable glm for svydata"
"svy_uv.logit"	"univariable logistic for svydata"	"svy_uv.logit(   design,   y,   x,   adjust = NULL,   round = 2,   family = quasibinomial,   view = T,   xlsx = NULL )"	"univariable logistic for svydata"
"svy2rms"	""	"svy2rms(...)"	""
"tab.NA"	""	"tab.NA(...)"	""
"tableB"	""	"tableB(...)"	""
"tableB.shinytag"	""	"tableB.shinytag(...)"	""
"tb1.categorial"	""	"tb1.categorial(...)"	""
"tb1.categorial.i"	""	"tb1.categorial.i(...)"	""
"tb1.contineous.normal"	""	"tb1.contineous.normal(...)"	""
"tb1.contineous.normal.i"	""	"tb1.contineous.normal.i(...)"	""
"tb1.contineous.not.normal"	""	"tb1.contineous.not.normal(...)"	""
"tb1.contineous.not.normal.i"	""	"tb1.contineous.not.normal.i(...)"	""
"tbodyB"	""	"tbodyB(...)"	""
"tdB"	""	"tdB(...)"	""
"tea.1day"	""	"tea.1day(...)"	""
"tea.food.code"	""	"tea.food.code(...)"	""
"test_mode"	""	"test_mode(...)"	""
"testfile"	""	"testfile(...)"	""
"thB"	""	"thB(...)"	""
"time_diff"	""	"time_diff(...)"	""
"to_NA"	"Transfer data to NA"	"to_NA(x, dont_know = TRUE, refused = TRUE)"	"Transfer data to NA"
"to_numeric"	"Convert to numeric"	"to_numeric(x)"	"Convert to numeric"
"to_numeric<-"	"Convert to numeric"	"to_numeric(x) <- value"	"Convert to numeric"
"to_sql"	""	"to_sql(...)"	""
"transfer_fndds"	"transfer fndds"	"transfer_fndds()"	"transfer fndds"
"trB"	""	"trB(...)"	""
"tsv0"	""	"tsv0(...)"	""
"unique_no.NA"	""	"unique_no.NA(...)"	""
"unique_no_NA"	""	"unique_no_NA(...)"	""
"updateKnot"	"update Knot"	"updateKnot(fit, k, data = NULL)"	"update Knot"
"urlComponet"	""	"urlComponet(...)"	""
"urlyear"	""	"urlyear(...)"	""
"use_data_append"	""	"use_data_append(...)"	""
"use_data_list"	""	"use_data_list(...)"	""
"use_data_remove"	""	"use_data_remove(...)"	""
"value.numbar"	"value number"	"value.numbar(data)"	"value number"
"var_labels"	"Show labels of colnames"	"var_labels(df, order = FALSE)"	"Show labels of colnames"
"var_labels_2_var_formula"	""	"var_labels_2_var_formula(...)"	""
"varExtracted"	"variable extracted information"	"varExtracted(x)"	"variable extracted information"
"variable_formula"	""	"variable_formula(...)"	""
"varLab_NULL"	""	"varLab_NULL(...)"	""
"varLabel_url"	""	"varLabel_url(...)"	""
"vitaminAE19999"	""	"vitaminAE19999(...)"	""
"which.na"	""	"which.na(...)"	""
"write.yier"	"write dataframe to Yier software"	"write.yier(df, file = NULL, project = NULL, row.names = FALSE, root = \"c\")"	"write dataframe to Yier software"
"wt_dr_day1"	""	"wt_dr_day1(...)"	""
"xpt2tsv"	""	"xpt2tsv(...)"	""
"yes1"	""	"yes1(...)"	""
"yes1<-"	""	"yes1<-(...)"	""
"YJP.ps"	""	"YJP.ps(...)"	""
"youth.obesity"	"youth obesity age < 18 years old"	"youth.obesity(data, age = \"age\", sex = \"sex\", bmi = \"bmi\")"	"youth obesity age < 18 years old"
