"function_name"	"category"	"help_topic"	"argument"	"required"	"default"	"standard_value"	"standard_rule"	"description"
"d1_phenylephrine.input_icu.t"	"day_summary"	"d1_phenylephrine.input_icu.t"	"linkorderid"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_phenylephrine.input_icu.t"	"day_summary"	"d1_phenylephrine.input_icu.t"	"drugYesNo"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_rrt_icu"	"day_summary"	"d1_rrt_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_rrt_icu"	"day_summary"	"d1_rrt_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_rrt_icu"	"day_summary"	"d1_rrt_icu"	"dialysis_yn"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"d1_rrt_icu"	"day_summary"	"d1_rrt_icu"	"dialysis_present"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_rrt_icu"	"day_summary"	"d1_rrt_icu"	"dialysis_active"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_rrt_icu"	"day_summary"	"d1_rrt_icu"	"dialysis_type2"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"T"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"starttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"endtime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"sapsii"	FALSE	"T"	"T"	"Preserve the package default."	"T"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"sapsii_prob"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"age_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"hr_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"sysbp_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"temp_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"pao2fio2_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"uo_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"bun_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"wbc_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"potassium_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"sodium_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"bicarbonate_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"bilirubin_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"gcs_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"comorbidity_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"admissiontype_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_saps2_icu"	"day_summary"	"d1_saps2_icu"	"hadm_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"sirs"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"temp_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"heart_rate_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"resp_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sirs_icu"	"day_summary"	"d1_sirs_icu"	"wbc_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"T"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"sofa"	FALSE	"T"	"T"	"Preserve the package default."	"T"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"respiration"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"coagulation"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"liver"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"cardiovascular"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"cns"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"renal"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_sofa_icu"	"day_summary"	"d1_sofa_icu"	"hadm_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_TyG_icu"	"day_summary"	"d1_TyG_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_TyG_icu"	"day_summary"	"d1_TyG_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_TyG_icu"	"day_summary"	"d1_TyG_icu"	"TyG_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_TyG_icu"	"day_summary"	"d1_TyG_icu"	"TyG_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_urineoutput_icu"	"day_summary"	"d1_urineoutput_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_urineoutput_icu"	"day_summary"	"d1_urineoutput_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_urineoutput_icu"	"day_summary"	"d1_urineoutput_icu"	"urineoutput"	FALSE	"\"Urine_output\""	"\"Urine_output\""	"Preserve the package default."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"starttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"endtime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"dopamine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"epinephrine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"norepinephrine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"phenylephrine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"vasopressin"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"dobutamine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"milrinone"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasoactive.agent.input_icu.t"	"day_summary"	"d1_vasoactive.agent.input_icu.t"	"drugYesNo"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"starttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"endtime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"vaso_amount"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"vaso_rate"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"linkorderid"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_vasopressin.input_icu.t"	"day_summary"	"d1_vasopressin.input_icu.t"	"drugYesNo"	FALSE	"F"	"F"	"Preserve the package default."	""
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"heart_rate_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"sbp_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"dbp_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"mbp_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"resp_rate_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"temperature_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"spo2_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"glucose_mean"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"heart_rate_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"sbp_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"dbp_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"mbp_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"resp_rate_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"temperature_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"spo2_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"glucose_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"heart_rate_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"sbp_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"dbp_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"mbp_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"resp_rate_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"temperature_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"spo2_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_VitalSign_icu"	"day_summary"	"d1_VitalSign_icu"	"glucose_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_weight_icu"	"day_summary"	"d1_weight_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_weight_icu"	"day_summary"	"d1_weight_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"T"
"d1_weight_icu"	"day_summary"	"d1_weight_icu"	"weight"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"kg, character or logical"
"d1_weight_icu"	"day_summary"	"d1_weight_icu"	"weight_admit"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_weight_icu"	"day_summary"	"d1_weight_icu"	"weight_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_weight_icu"	"day_summary"	"d1_weight_icu"	"weight_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"day1_icu"	"day_summary"	"day1_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day1_icu"	"day_summary"	"day1_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day1_icu"	"day_summary"	"day1_icu"	"prehour"	FALSE	"6"	"6"	"Preserve the package default."	"前推小时，默认6"
"day1_icu"	"day_summary"	"day1_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"day1_icu"	"day_summary"	"day1_icu"	"dup_max"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最大值"
"day1_icu"	"day_summary"	"day1_icu"	"dup_min"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最小值"
"day2_icu"	"day_summary"	"day2_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day2_icu"	"day_summary"	"day2_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day2_icu"	"day_summary"	"day2_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"day2_icu"	"day_summary"	"day2_icu"	"dup_max"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最大值"
"day2_icu"	"day_summary"	"day2_icu"	"dup_min"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最小值"
"day3_icu"	"day_summary"	"day3_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day3_icu"	"day_summary"	"day3_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day3_icu"	"day_summary"	"day3_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"day3_icu"	"day_summary"	"day3_icu"	"dup_max"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最大值"
"day3_icu"	"day_summary"	"day3_icu"	"dup_min"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最小值"
"day4_icu"	"day_summary"	"day4_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day4_icu"	"day_summary"	"day4_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day4_icu"	"day_summary"	"day4_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"day4_icu"	"day_summary"	"day4_icu"	"dup_max"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最大值"
"day4_icu"	"day_summary"	"day4_icu"	"dup_min"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最小值"
"day5_icu"	"day_summary"	"day5_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day5_icu"	"day_summary"	"day5_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day5_icu"	"day_summary"	"day5_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"day5_icu"	"day_summary"	"day5_icu"	"dup_max"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最大值"
"day5_icu"	"day_summary"	"day5_icu"	"dup_min"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最小值"
"day6_icu"	"day_summary"	"day6_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day6_icu"	"day_summary"	"day6_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day6_icu"	"day_summary"	"day6_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"day6_icu"	"day_summary"	"day6_icu"	"dup_max"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最大值"
"day6_icu"	"day_summary"	"day6_icu"	"dup_min"	FALSE	"F"	"F"	"Preserve the package default."	"逻辑值，重复值取最小值"
"day7_icu"	"day_summary"	"day7_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"d"
"day7_icu"	"day_summary"	"day7_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"day7_icu"	"day_summary"	"day7_icu"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
