"function_name"	"object_type"	"category"	"help_topic"	"title"	"usage"	"description"	"standard_call"
"rcs_plot2.1"	"function"	"utility"	"rcs_plot2.1"	"y轴为事件发生的lp，hist"	"rcs_plot2.1( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，hist"	"rcs_plot2.1(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot2.2"	"function"	"utility"	"rcs_plot2.2"	"y轴为事件发生的lp，hist"	"rcs_plot2.2( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，hist"	"rcs_plot2.2(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot2.3"	"function"	"utility"	"rcs_plot2.3"	"y轴为事件发生的lp，hist"	"rcs_plot2.3( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，hist"	"rcs_plot2.3(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot3.1"	"function"	"utility"	"rcs_plot3.1"	"y轴为事件发生的lp，hist"	"rcs_plot3.1( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(NA, NA, NA, NA, NA, NA, NA, NA), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，hist"	"rcs_plot3.1(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(NA, NA, NA, NA, NA, NA, NA, NA), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, ylab2 = \"Probability density\", p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot3.2"	"function"	"utility"	"rcs_plot3.2"	"y轴为事件发生的lp，hist"	"rcs_plot3.2( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(NA, NA, NA, NA, NA, NA, NA, NA), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，hist"	"rcs_plot3.2(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(NA, NA, NA, NA, NA, NA, NA, NA), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot3.3"	"function"	"utility"	"rcs_plot3.3"	"y轴为事件发生的lp，hist"	"rcs_plot3.3( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(NA, NA, NA, NA, NA, NA, NA, NA), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，hist"	"rcs_plot3.3(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, bar.fill = c(NA, NA, NA, NA, NA, NA, NA, NA), bar.color = \"gray\", bar.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot4.1"	"function"	"utility"	"rcs_plot4.1"	"y轴为事件发生的lp，density"	"rcs_plot4.1( r, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2f2f2\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，density"	"rcs_plot4.1(r = NULL, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2f2f2\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot4.2"	"function"	"utility"	"rcs_plot4.2"	"y轴为事件发生的lp，density"	"rcs_plot4.2( r, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2f2f2\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，density"	"rcs_plot4.2(r = NULL, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2f2f2\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot4.3"	"function"	"utility"	"rcs_plot4.3"	"y轴为事件发生的lp，density"	"rcs_plot4.3( r, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2f2f2\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，density"	"rcs_plot4.3(r = NULL, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2f2f2\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot5.1"	"function"	"utility"	"rcs_plot5.1"	"y轴为事件发生的lp，density"	"rcs_plot5.1( r, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2c360\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"#7263a8\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 2, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，density"	"rcs_plot5.1(r = NULL, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2c360\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"#7263a8\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 2, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot5.2"	"function"	"utility"	"rcs_plot5.2"	"y轴为事件发生的lp，density"	"rcs_plot5.2( r, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2c360\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"#7263a8\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 2, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，density"	"rcs_plot5.2(r = NULL, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2c360\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"#7263a8\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 2, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot5.3"	"function"	"utility"	"rcs_plot5.3"	"y轴为事件发生的lp，density"	"rcs_plot5.3( r, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2c360\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"#7263a8\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 2, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为事件发生的lp，density"	"rcs_plot5.3(r = NULL, title = NULL, xlim = NULL, ylim = NULL, den.color = c(\"#f2c360\", \"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), den.alpha = c(1, 1, 1, 1), lp.color = c(\"#7263a8\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 2, reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, ylab2 = \"Probability density\", xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"Recode"	"function"	"utility"	"Recode"	"Recode numeric and character"	"Recode(x, ..., cat = TRUE, to.numeric = FALSE, order = F)"	"Recode numeric and character"	"Recode(x = NULL, cat = TRUE, to.numeric = FALSE, order = F)"
"Recode2"	"function"	"utility"	"Recode2"	"Recode numeric and character"	"Recode2(x)"	"Recode numeric and character"	"Recode2(x = NULL)"
"reg_table"	"function"	"plot_model"	"reg_table"	"查看回归结果"	"reg_table(fit, round = 2, style = 2, x = NULL, view = T, xlsx = NULL)"	"查看回归结果"	"reg_table(fit = model1, round = 2, style = 2, x = NULL, view = T, xlsx = NULL)"
"ri_jn"	"function"	"utility"	"ri_jn"	"右合并"	"ri_jn(x, y, ..., suffix = NULL, preffix = NULL, print = T)"	"右合并"	"ri_jn(x = NULL, y = NULL, suffix = NULL, preffix = NULL, print = T)"
"Rnplot"	"function"	"plot_model"	"Rnplot"	"探索性rcs"	"Rnplot(fit)"	"探索性rcs"	"Rnplot(fit = model1)"
"row.counts"	"function"	"utility"	"row.counts"	"row count"	"row.counts(data)"	"row count"	"row.counts(data = cohort_dat)"
"row.max"	"function"	"utility"	"row.max"	"row max for dataframe"	"row.max(x, ..., na.rm = T)"	"row max for dataframe"	"row.max(x = NULL, na.rm = T)"
"row.means"	"function"	"utility"	"row.means"	"row mean"	"row.means(data, na.rm = TRUE)"	"row mean"	"row.means(data = cohort_dat, na.rm = TRUE)"
"row.min"	"function"	"utility"	"row.min"	"row min for dataframe"	"row.min(x, ..., na.rm = T)"	"row min for dataframe"	"row.min(x = NULL, na.rm = T)"
"row.sums"	"function"	"utility"	"row.sums"	"row sum"	"row.sums(data, na.rm = TRUE)"	"row sum"	"row.sums(data = cohort_dat, na.rm = TRUE)"
"search_fn"	"function"	"utility"	"search_fn"	"搜索包中的函数"	"search_fn(...)"	"搜索包中的函数"	"search_fn()"
"select_col"	"function"	"utility"	"select_col"	"选择列"	"select_col(d, ...)"	"选择列"	"select_col(d = NULL)"
"select_icud1"	"function"	"utility"	"select_icud1"	"第一次住进icu的stay_id"	"select_icud1(d, print = T)"	"第一次住进icu的stay_id"	"select_icud1(d = NULL, print = T)"
"select_row"	"function"	"utility"	"select_row"	"选择行"	"select_row(d, ..., print = T)"	"选择行"	"select_row(d = NULL, print = T)"
"select_row2"	"function"	"utility"	"select_row2"	"创建选择行"	"select_row2(x, ...)"	"创建选择行"	"select_row2(x = NULL)"
"set_ref"	"function"	"utility"	"set_ref"	"set adjustment value"	"set_ref(x, value)"	"set adjustment value"	"set_ref(x = NULL, value = NULL)"
"stratum_model"	"function"	"utility"	"stratum_model"	"建立分层模型"	"stratum_model( data, time = NULL, y, x, stratum = NULL, adjust = NULL, p = TRUE, round = 3, view = TRUE, xlsx = NULL, interaction = TRUE )"	"一、分层模型的目的是看x对y的影响，在不同的人群中是否有差异，例如x在男性中对y没有影响，但是在女性中对y有影响。 二、建立何种模型取决于y和time 如果y和time都有赋值，那么就采用cox回归 如果y是二分类(1和0)，没有time，那么就是logistic回归 如果y是连续变量，没有time，就是线性回归 三、是否加权取决于object 如果object=d，那就是非加权的回归 如果object=nhs，那就是加权的回归 四、同一个变量不能既分层，又同时调整，如果这个变量分层了，就不在调整。 比如，按照性别分层，那么在男性层中，大家都是男性，就没有必要再调整了。 也就是说，当一个变量参与了分层，那么在这个时候，就不会再参与调整，但是不影响其他的场合。"	"stratum_model(data = cohort_dat, time = NULL, y = NULL, x = NULL, stratum = NULL, adjust = NULL, p = TRUE, round = 3, view = TRUE, xlsx = NULL, interaction = TRUE)"
"table_1"	"function"	"utility"	"table_1"	"创建描述表格"	"可以直接使用table_1(d)命令来创建分析命令，然后根据自己的需要调整变量即可"	"当设置by进行分组的时候，会自动进行基线标的比较，比较方法： 连续变量、正态分布：2组：t test，≥3组：one way anova 连续变量、非正态分布：2组：Mann-Whitney U test，≥3组：Kruskal-Wallis Rank Sum Test 分类变量：chi-squared test"	"table_1(data = cohort_dat, by = NULL, round = 2, direction = \"v\", time = NULL, y = NULL, adjust = NULL, xlsx = NULL)"
"timediff_day"	"function"	"utility"	"timediff_day"	"timediff"	"timediff_day(st, et)"	"timediff"	"timediff_day(st = NULL, et = NULL)"
